Index,Height(cm),Weight(kg)
242,171.9702682,64.3613482192
243,176.456721,62.9333498848
244,169.42302920000003,60.984990808000006
245,165.68740040000003,53.077838986399996
246,177.53261419999998,52.4693453184
247,177.36941919999998,61.139892476
248,166.110666,54.6916739632
249,173.5382356,54.468914932
250,167.484933,38.264930401600004
251,178.049047,63.021800324800004
252,167.78048740000003,65.101565004
253,173.3164174,55.8529148424
254,165.6526532,52.4017147512
255,175.67079420000002,54.877555964799996
256,171.7056256,54.7246501016
257,170.9069734,56.261374438400004
258,169.7818042,53.1717778896
259,172.93033739999998,58.0415416016
260,169.08757139999997,52.9580906984
261,178.2311142,55.3362735544
262,172.3418702,56.243230758399996
263,169.2226486,49.37575716
264,161.76792640000002,47.471759380799995
265,172.810424,59.98663481599999
266,170.03014000000002,57.6893727728
267,168.30781679999998,56.7538392728
268,179.654454,60.473792624
269,179.5994376,55.4908123488
270,186.1025488,59.0865268512
271,162.0271334,52.953736215199996
272,172.31636859999998,57.0860954128
273,172.1626732,45.643602183999995
274,170.7870854,53.748157244
275,169.56280539999997,62.19902979599999
276,175.3386892,53.8409621672
277,174.05736080000003,56.3198424472
278,164.2216426,56.6736895664
279,165.463093,57.3289939288
280,169.52274960000003,55.122994596
281,170.1780442,60.4615909992
282,178.4759194,57.7908866624
283,171.64471640000002,56.73528736
284,168.4167828,46.6344285488
285,175.0238308,60.8816625504
286,166.6377922,45.801815073600004
287,172.7248006,66.1739018512
288,177.640361,70.4449241232
289,178.170586,62.92114826
290,169.3256456,52.7351048712
291,176.2931704,54.7071414504
292,169.6871892,51.8946896136
293,171.9592192,60.4822294352
294,175.6013252,42.0704538836
295,171.5457326,59.775487739999996
296,167.07896480000002,53.699169308
297,168.2945326,59.4870485872
298,171.17156519999997,59.0591752536
299,164.9559058,58.5966474912
300,175.9127546,64.929200044
301,175.4565706,62.927135674400006
302,176.8958362,59.3991424576
303,175.455707,56.3829370944
304,172.75312160000001,61.402839758400006
305,174.8958656,56.3355820896
306,160.5066132,50.4570751288
307,166.5628114,58.696483090399994
308,175.5673654,57.9438378848
309,177.260631,55.034816311200004
310,171.4043562,53.6228751336
311,175.48374859999998,55.9478970072
312,174.12436599999998,68.9059771856
313,173.2617058,52.3040563936
314,170.437048,55.512584764799996
315,180.9409894,58.6187374216
316,175.56342840000002,62.7237903808
317,166.3661392,65.342875948
318,169.13113239999998,54.8157767344
319,172.7157074,51.3935158128
320,184.34677380000002,67.7315821384
321,172.658659,59.25603418160001
322,169.2236138,55.513764103999996
323,170.93117959999998,60.72131777840001
324,167.5371554,61.159442291199994
325,169.0118794,62.5214429896
326,172.9161642,51.1112908704
327,167.2155914,54.9737174688
328,175.8625134,52.1296049104
329,164.3230902,50.0657613104
330,175.8028488,57.1678780504
331,170.60651679999998,53.8417332736
332,172.330618,54.1184243936
333,175.9556806,68.37432200239999
334,172.47989379999999,54.9364322064
335,170.37303999999997,53.708241148
336,177.8388874,64.754340328
337,177.9385316,66.056829756
338,180.00253560000002,57.76153926
339,167.788844,52.6020663376
340,165.703123,47.375008207200004
341,174.602902,62.818182876
342,176.57942839999998,65.9998586008
343,178.5814056,56.429793147999995
344,170.9415428,56.3300482672
345,171.71878279999999,57.2278429128
346,172.3533764,62.9642395
347,168.8220144,55.134787988
348,175.0586034,51.825380756
349,173.91090440000002,58.695802702399995
350,176.579022,62.3953444136
351,178.4084824,61.0079425632
352,172.3555354,57.9283703976
353,172.731049,52.4673948728
354,170.53516820000002,59.6884434352
355,172.97224740000001,57.8710363688
356,175.2365558,57.0260851912
357,176.08849719999998,54.425823692
358,178.0358644,63.8964164192
359,174.60732159999998,62.1041837088
360,163.03327819999998,53.7397204328
361,167.87047959999998,58.763569347200004
362,175.8802172,68.97837046880001
363,176.9494048,54.8232156432
364,173.8051134,61.7350958984
365,173.4467702,58.99467447120001
366,176.2171736,59.771768285600004
367,173.617001,63.22165296
368,183.7052206,76.307328568
369,178.7438386,57.8985694032
370,166.9523458,59.783788473600005
371,168.9005258,55.7265441112
372,179.8660106,63.5996311736
373,171.13450659999998,64.7243578968
374,172.2046086,62.3371032008
375,173.12817800000002,57.170372806399996
376,174.89886280000002,65.135130812
377,171.9920868,55.61945104
378,164.23657780000002,49.2620870048
379,166.97251340000003,45.659341826399995
380,173.79800139999998,52.6800388024
381,174.9792284,63.7429662456
382,173.41512179999998,57.012295994400006
383,175.71834299999998,60.9323287768
384,184.4292984,61.8993869208
385,167.74558779999998,58.0063428624
386,175.84115200000002,55.8535498712
387,174.9475038,52.769759300000004
388,168.8094668,56.4985576952
389,176.0332776,57.0552057976
390,171.65952460000003,48.802190076
391,176.3221264,64.87436077119999
392,171.3704218,53.861056292799994
393,168.7797742,53.970916275200004
394,174.65509899999998,59.817172844800005
395,161.9727774,54.1448688072
396,175.3530402,57.2080663016
397,168.8837364,57.4302810224
398,169.52528959999998,51.5097714424
399,171.9426076,52.5446869496
400,169.3942764,59.091153489599996
401,170.25307579999998,56.9050214864
402,167.4138384,53.145333476
403,177.877216,62.2865276928
404,175.9452412,67.78692036240001
405,177.995453,68.523916644
406,164.8699268,53.06999184479999
407,177.0060976,62.676752890399996
408,171.6157096,57.887864631999996
409,162.19243659999998,54.7718690288
410,181.912006,65.4323242904
411,165.07442220000001,47.9872666888
412,164.1032786,54.5021178664
413,157.5223164,49.4799926016
414,165.8243064,57.139437832
415,171.9621402,50.00058014
416,179.9791676,60.9947883952
417,173.153705,52.3929150664
418,171.3231524,56.748260091199995
419,180.44728960000003,52.8032343896
420,172.2890128,60.506632684799996
421,170.57339520000002,49.3271320976
422,173.48934060000002,60.9621297712
423,166.1466832,59.515125932
424,174.415577,59.344257825599996
425,177.9710182,57.6441950096
426,175.6006902,54.1619238664
427,170.2327812,47.881897267199996
428,166.4277596,60.9960130936
429,178.30312320000002,60.186986402399995
430,171.8783964,57.178900336000005
431,177.1207278,57.312800694399996
432,171.74766259999998,64.5734931976
433,179.8215606,56.5118025816
434,176.9314216,55.5016985568
435,169.50123580000002,55.8960514416
436,171.65340319999999,59.6042114008
437,165.7430518,56.3831638904
438,179.6132298,58.2337738912
439,181.0352996,62.075425976000005
440,169.0601902,53.5496653848
441,172.8278738,55.1100218648
442,173.0171546,54.1049527112
443,180.941218,57.404108764
444,169.98662979999997,58.6257227384
445,180.60367739999998,61.1353111968
446,176.3132364,66.25731741999999
447,175.6868978,73.6682849528
448,174.18621500000003,59.052462092
449,176.792001,59.9621862072
450,175.3892098,57.8144280872
451,173.4489546,56.8562149872
452,175.9020104,61.124198192799994
453,173.3260948,55.310781684
454,171.924472,57.002362329600004
455,174.85570819999998,66.204473952
456,176.58234940000003,54.395070154399995
457,170.12076720000002,50.5797264056
458,182.89346200000003,62.902324191999995
459,171.3098428,61.241769239199996
460,167.7978356,52.847550328
461,166.559738,56.22613034
462,173.4863434,62.120331584
463,180.4061162,69.4357272824
464,179.7528028,57.314524344
465,171.47062480000002,65.7986905488
466,176.5537744,61.3137996488
467,168.77157,49.353531151999995
468,174.165006,50.128946676
469,170.2129184,62.71748545199999
470,174.4981016,54.2092788712
471,173.30453020000002,52.308864468799996
472,178.8341102,60.0412472928
473,166.8777206,42.63509881296
474,166.88587400000003,57.7899341192
475,173.940597,60.9184942208
476,169.23743140000002,56.6863447832
477,169.780839,56.278066624
478,177.5392436,60.576122979199994
479,171.841922,60.849775032800004
480,173.50529179999998,59.079859048799996
481,177.1611392,62.638106852
482,174.1908124,57.427650188799994
483,173.08771579999998,59.786872899200006
484,172.6715622,59.7545317896
485,164.656389,53.3542579512
486,175.787939,57.2407249256
487,175.934624,57.838967414399995
488,180.18836199999998,64.627107772
489,175.4587804,63.250682848
490,168.15264820000002,50.0404508768
491,180.4867866,59.853324127200004
492,175.2471222,58.6057646904
493,180.2406606,56.4047548696
494,167.7033984,57.390773159199995
495,177.454814,67.6896702376
496,169.7431708,64.48159545840001
497,175.4993696,57.6713198112
498,169.70819500000002,55.4903133976
499,170.5148482,51.104350912799994
500,164.0186712,60.9013938024
501,174.4481652,54.7456514112
502,171.5445896,52.518242536
503,180.79039279999998,58.37071331599999
504,179.1592556,61.1265568712
505,181.6966394,53.678939104799994
506,169.6034454,48.1513762744
507,168.4943544,57.3260002216
508,164.670613,51.8780427872
509,173.69147379999998,59.09337609039999
510,172.8479652,55.9308873072
511,175.49238459999998,55.7269977032
512,177.5725684,57.013429974400005
513,173.7547198,50.6774301224
514,173.54699860000002,56.949201347199995
515,170.06709700000002,54.4175229584
516,179.19232639999998,60.148249645599996
517,176.220247,60.1797742896
518,171.5011048,53.2753329432
519,164.7734068,46.2005678008
520,175.6002584,58.2601729456
521,174.7822768,60.8001067088
522,171.61372839999999,57.9468769512
523,173.1460088,57.8861409824
524,167.1494498,63.2294093832
525,164.9038104,51.681410655200004
526,173.6238336,66.9133475296
527,169.45726839999998,60.1700220616
528,175.72217840000002,60.24332252879999
529,167.35539300000002,47.6698883664
530,167.7348182,57.8414621704
531,176.3825276,59.298308956
532,170.55711380000002,58.323539748
533,166.8638268,55.5967260808
534,176.3451642,71.3482525912
535,169.0243762,54.9343910424
536,175.3735126,66.9075869112
537,171.75571440000002,53.293884856
538,176.761267,60.0769903424
539,173.0335122,53.604323220800005
540,180.91508140000002,56.123799984799994
541,168.739439,59.132521080000004
542,168.4479232,55.7411044144
543,172.78918960000001,48.928651525599996
544,173.450504,53.791928872
545,169.9668686,56.9923379464
546,182.3096684,67.4044969472
547,167.755189,68.165352168
548,175.296957,57.636937537600005
549,174.51689760000002,58.3828242224
550,165.13048,53.715861493599995
551,167.78876780000002,56.8749483368
552,180.7566362,67.7065892192
553,171.58395960000001,48.6923754528
554,174.839757,60.6448875264
555,173.01999940000002,56.631324073600005
556,172.47941120000002,51.121088457599996
557,171.807759,57.987518794399996
558,177.2483628,60.85458310799999
559,172.7171806,62.869257335200004
560,176.313211,57.172550048
561,178.8919206,58.7789914752
562,171.8949826,60.8291365968
563,172.4161144,48.1374963592
564,172.895387,57.6316305112
565,170.165649,55.3037963672
566,181.8053006,68.372870508
567,163.4887256,52.6194389112
568,172.5424794,56.9143654816
569,177.5933202,59.6971977608
570,177.64414560000003,58.5449380032
571,169.66605639999997,58.564034226400004
572,178.08242259999997,67.20527934079999
573,175.1282756,47.803153696
574,172.79330439999998,50.1421915624
575,176.1781592,53.8142455984
576,173.86010439999998,55.7079468392
577,166.88516280000002,56.647744104
578,176.6741196,61.583959044
579,167.249729,52.8236460296
580,174.7515682,56.8630642264
581,175.357409,60.383074224000005
582,171.10334079999998,62.7466514176
583,178.70901519999998,56.4709339424
584,177.5162312,62.01532503599999
585,165.4891026,52.1700199576
586,176.2990378,60.16290066719999
587,174.0121996,64.92366622159999
588,166.9174208,61.1179839824
589,162.5170232,55.6215375632
590,177.99519899999999,69.6551297328
591,173.8005668,57.283680088
592,173.321091,61.10818639519999
593,172.2845424,61.052893530400006
594,168.43443580000002,53.702798044
595,177.1682512,55.0205735224
596,166.90088540000002,60.0031455648
597,169.8809658,63.0772746264
598,170.888914,50.211727216
599,179.4092678,69.9018384216
600,177.641758,56.3176198464
601,167.3268434,61.015971141600005
602,184.0152276,62.714627822400004
603,177.9791208,67.6215407192
604,171.9195444,57.609585939999995
605,167.932354,53.443207342399994
606,177.656617,67.5442032832
607,173.33765180000003,58.1573436392
608,174.7556576,58.8283422848
609,169.2101772,56.9563681008
610,178.2750054,58.420245562400005
611,166.5978634,56.330229704
612,174.4869764,68.6814037864
613,164.81143060000002,48.5254082376
614,177.3426222,66.0530195832
615,168.50263479999998,55.1534306192
616,178.926236,59.392701451200004
617,177.77874020000002,61.51628311759999
618,178.1458718,56.214336947999996
619,170.635422,59.872102835999996
620,173.236636,53.289802527999996
621,172.1134734,58.8116954584
622,164.58572619999998,55.5063251952
623,168.85592340000002,51.975610426399996
624,170.1377598,52.8616570392
625,166.8777714,63.2446500744
626,169.74070700000001,56.0105380624
627,168.5325814,60.12325672640001
628,178.1426714,65.0456824696
629,178.093751,60.3018358968
630,163.98608299999998,44.8589787424
631,173.1193896,55.535173646400004
632,170.55464999999998,47.4805137064
633,180.0587458,64.7659976424
634,173.1319372,59.388029453600005
635,180.8392878,65.238776584
636,172.52807760000002,64.5385212544
637,165.8671816,48.962580207200006
638,168.67520240000002,47.939730247199996
639,181.11843380000002,56.8807543144
640,175.41232380000002,48.271033844
641,167.5242268,53.7674802632
642,176.8799104,62.043946691200006
643,180.606573,66.1939506176
644,168.1950154,58.802306104
645,167.98211260000002,49.212690836
646,172.17415400000002,54.999708290399994
647,169.3605198,61.5705327208
648,177.7849632,62.3700793392
649,180.70601399999998,56.2477666784
650,174.3437458,58.4504547896
651,175.4771192,60.63667751119999
652,172.6536806,48.315939452
653,167.5081486,51.2739489616
654,167.69339079999997,57.1362173288
655,180.9388304,63.636462844
656,171.5179196,64.967528568
657,180.516149,66.1365712296
658,173.41032120000003,58.1367505624
659,170.9910728,60.864743568799994
660,175.2307392,63.6011280272
661,173.74616,66.3810573176
662,170.41368,59.909705612799996
663,169.59239639999998,55.397190959999996
664,166.74175440000002,59.6334227256
665,165.966267,58.747738986399995
666,173.1847946,57.0369713992
667,179.4744696,69.46235313279999
668,167.49778540000003,56.4975597928
669,176.8549168,61.15440742
670,173.481111,52.338937618399996
671,177.954305,53.5065287856
672,173.8274908,56.5015514024
673,175.94610480000003,60.964715245600004
674,171.9709794,58.6536186464
675,180.06860100000003,60.3922821416
676,179.17955020000002,66.8417253528
677,181.8153844,70.31274741440001
678,173.79444540000003,57.284360475999996
679,176.1688374,60.990207116
680,178.9303,60.794754323199996
681,171.1490862,58.4792578816
682,171.4694818,55.816446045599996
683,174.0421716,50.8834062496
684,169.69379320000002,50.686320525599996
685,183.85871279999998,67.340948708
686,174.0317068,62.0268462728
687,179.82669140000002,60.421538825599995
688,168.196387,53.018327715999995
689,173.5116418,56.6328662864
690,170.61560999999998,55.1481235928
691,172.139356,55.881173624
692,171.3821312,62.19902979599999
693,172.14756020000002,55.1087518072
694,175.7705146,68.4650857616
695,177.90914379999998,64.54654983280001
696,179.2472666,61.1227466984
697,168.7926266,60.581067132
698,171.9105528,61.729108483999994
699,167.0212052,43.18293815872
700,176.161446,54.313287516799996
701,179.299108,69.3608392432
702,170.8817004,63.59319016719999
703,173.9608662,65.8843740776
704,170.2355752,54.197666916
705,167.0713702,56.024055104
706,167.5531066,50.201476036799995
707,173.1992472,50.573285399199996
708,183.098313,63.2692347608
709,169.80809319999997,60.36765209599999
710,175.5375966,60.5634224032
711,164.060886,51.1514791216
712,170.27776459999998,56.60714762
713,175.2385624,55.9834132608
714,179.3207488,64.45183982319999
715,178.02829519999997,52.7443127888
716,166.83837599999998,59.4775231552
717,170.42942800000003,59.5336324856
718,167.7398728,57.716043982399995
719,175.9311442,55.5433836616
720,169.1983154,52.2733482152
721,173.0181452,57.5849558944
722,177.11569860000003,65.06500548880001
723,162.6118668,56.870004183999995
724,168.2433262,49.445837124
725,184.0677294,63.15864903119999
726,168.1972252,46.348937744
727,181.096412,65.49405816160001
728,160.33877,37.686813789839995
729,180.16306360000002,65.9494645296
730,173.3674206,61.201671706400006
731,164.5415556,61.088863376
732,166.19174280000001,50.5738297096
733,175.0405694,54.3380989992
734,165.0221998,43.41068670192
735,168.0270198,53.142385128
736,167.5990044,57.713050275200004
737,175.87849,65.734779436
738,173.5323428,55.7221442688
739,178.0948178,60.86751048
740,174.33343340000002,56.688839539199996
741,172.0669406,61.6177970072
742,164.0494814,54.803983342399995
743,164.240591,56.706892500799995
744,167.40558339999998,60.576032260800005
745,167.0722846,56.4986484136
746,170.562524,61.6744960072
747,183.49821060000002,65.1239270896
748,174.57925459999998,59.22664141999999
749,171.6282826,57.693273663999996
750,178.7203436,64.0640640224
751,161.6007182,48.726485571199994
752,168.1660594,55.484915652800005
753,168.20169560000002,50.623361956000004
754,177.983388,62.546481268
755,176.92700200000002,64.8065941264
756,168.2760922,51.906755160799996
757,172.898816,58.18387877119999
758,170.55612319999997,61.041009419999995
759,174.6658686,63.549781412799994
760,173.026705,55.327791384
761,166.9538698,50.5413978816
762,175.7029506,61.2692115552
763,178.72331540000002,60.3198434992
764,179.79534780000003,53.413451707200004
765,180.0373082,61.2293408184
766,169.21855920000002,68.7700356632
767,177.756566,58.481026890399995
768,169.99879639999997,54.502480739999996
769,181.50347240000002,56.9714727144
770,176.94513759999998,57.9823024864
771,176.04595220000002,61.7499283568
772,169.158285,52.7455374872
773,163.0733086,57.6414280984
774,173.30549539999998,57.023998668
775,178.0291334,54.9186060408
776,180.27777,55.6730656144
777,164.92560360000002,54.183605564
778,169.92869240000002,60.284554041599996
779,175.7629962,60.26817937039999
780,173.77384600000002,56.4035301712
781,168.443402,59.973843521599996
782,183.2220618,64.774751968
783,166.9951702,58.78779116
784,177.7155958,58.3013590992
785,165.38999180000002,51.2522219048
786,171.2796676,55.374284564
787,168.650539,53.703478432
788,170.6567326,59.0258816008
789,171.9223638,50.6582431808
790,172.1477126,64.5212847584
791,161.6185998,55.6126018008
792,168.77538,55.7100787216
793,182.685182,54.0283863816
794,172.5222356,63.245920132
795,172.74903220000002,64.1085613976
796,172.1237096,54.334424904
797,175.7626914,61.836382992
798,170.1827686,53.709783360799996
799,170.42533860000003,62.455989664
800,177.4226576,58.548748176000004
801,171.2666628,56.002373406400004
802,173.000416,52.3586235112
803,173.4675982,58.935662152000006
804,176.4074704,61.6686900296
805,175.4687626,57.9751357328
806,180.1305262,63.0952822288
807,163.0823764,49.5382338144
808,180.602001,56.524548516799996
809,183.0964842,61.788755832
810,168.0240226,54.6452261424
811,171.5236092,52.691922912799996
812,170.62668440000002,52.3940944056
813,185.241057,64.40829499120001
814,166.47444480000001,61.455773944799994
815,175.4755698,61.294113756
816,165.83637140000002,49.1010618448
817,174.0775538,56.7569236984
818,181.17317079999998,64.8158927624
819,169.877613,58.1948556976
820,172.4963784,58.181338656
821,170.1860452,46.976935868
822,173.4206336,70.8088409848
823,168.1550104,47.6117832312
824,163.17503560000003,55.173343308
825,171.2909452,59.87713770719999
826,163.8320574,53.7088761768
827,174.99601779999998,61.411730161600005
828,178.63586320000002,63.8037475736
829,163.3662468,50.6527547176
830,170.4658262,58.0746538176
831,172.75063240000003,59.1818265304
832,173.3617818,58.1562550184
833,172.13257420000002,64.7821001584
834,171.3049914,55.8282847968
835,166.9689574,53.4681095432
836,176.8950488,59.3876212208
837,182.69757719999998,58.59206621199999
838,176.261649,65.5796056128
839,170.5538118,52.554756692
840,175.633126,52.8580736624
841,169.9410876,64.4076599624
842,172.30852,59.933292396800006
843,172.9641956,61.353171434400004
844,167.9979622,57.6372096928
845,180.7562044,58.896199648
846,171.5962278,61.01111770719999
847,177.83248659999998,55.0483333528
848,184.31334740000003,64.9310597712
849,169.1696896,56.5965335672
850,174.03577080000002,54.5011653232
851,168.51980519999998,63.2381183496
852,175.3283768,59.7264090856
853,175.5761284,59.452303439999994
854,173.34428119999998,58.9176999088
855,173.956726,55.947851648
856,179.5338294,62.383142788799994
857,178.7136126,62.091573851199996
858,171.7649854,53.7063814208
859,176.393602,52.7273938072
860,172.52914439999998,56.6279221336
861,173.71941379999998,54.875968392800004
862,168.44802479999998,47.6819539136
863,180.9212028,65.9693772184
864,165.84089260000002,49.0746627904
865,167.6472898,59.1383270576
866,171.749085,53.3041813944
867,175.52101040000002,61.6323573104
868,175.25347219999998,57.8386952592
869,175.4512874,68.67373808159999
870,173.58578440000002,51.0199828008
871,182.0721784,71.1029953968
872,174.6926656,62.6908596016
873,168.1020514,49.699395052
874,183.8221368,63.4911773264
875,169.80293700000001,56.5118025816
876,167.0224752,59.1947992616
877,177.018823,68.5279082536
878,168.349041,49.3381997424
879,168.8529008,48.077440778399996
880,174.5465648,65.0587459192
881,173.4627976,52.0466882928
882,171.8740784,56.1427147712
883,181.09907900000002,63.2656060248
884,170.3671726,52.5350707992
885,179.5284192,66.4821629744
886,181.3588956,69.8528504856
887,180.34995679999997,62.4096779208
888,168.350946,57.1202508904
889,172.85672820000002,63.364035488800006
890,162.9751884,57.315204732000005
891,169.8743364,51.6780540744
892,179.1453872,58.858324716000006
893,166.258113,52.70398846
894,175.5478074,63.1079828048
895,172.57321340000001,57.597792548
896,170.721528,57.0778400384
897,171.79848800000002,51.493578208
